L1,L2,L3,switch
5.32,2.7,1.46,switch
0.54,0.5,0.71,not_switch
2.68,1.18,5.78,switch
6.07,6.1,6.19,not_switch
3.09,0.77,5.61,switch
3.45,3.5,3.33,not_switch
5.57,1.0,3.46,switch
2.38,2.47,2.44,not_switch
0.87,-1.32,-0.72,switch
1.17,1.36,1.23,not_switch
2.96,6.1,1.48,switch
3.4,3.47,3.62,not_switch
-0.62,0.39,0.65,switch
5.3,5.46,5.36,not_switch
1.92,5.78,3.16,switch
0.49,0.56,0.46,not_switch
3.66,5.95,2.46,switch
0.76,0.83,0.82,not_switch
1.92,4.86,3.4,switch
3.42,3.38,3.27,not_switch
-2.49,1.11,-0.84,switch
4.57,4.51,4.5,not_switch
1.23,5.84,3.31,switch
3.98,4.01,3.92,not_switch
-0.02,0.09,-0.69,switch
2.95,3.09,2.91,not_switch
0.76,4.61,3.64,switch
0.68,0.62,0.7,not_switch
3.31,2.03,5.33,switch
5.39,5.36,5.36,not_switch
0.62,3.33,5.48,switch
1.91,1.89,2.02,not_switch
-2.83,-1.05,1.45,switch
2.09,2.2,2.22,not_switch
5.63,1.55,2.74,switch
4.2,4.35,4.27,not_switch
1.7,4.53,3.68,switch
4.29,4.19,4.28,not_switch
4.58,3.94,1.23,switch
1.73,1.71,1.74,not_switch
3.4,5.34,1.48,switch
1.16,1.26,1.3,not_switch
0.19,-3.45,-1.34,switch
5.96,6.0,5.97,not_switch
0.76,-3.07,-0.2,switch
2.4,2.44,2.43,not_switch
-0.43,-3.23,0.84,switch
5.79,5.83,5.84,not_switch
-0.61,1.04,-3.09,switch
5.66,5.75,5.71,not_switch
3.54,4.23,1.52,switch
3.47,3.45,3.37,not_switch
-0.17,-1.02,-0.21,switch
2.42,2.46,2.53,not_switch
-2.65,-0.25,0.32,switch
4.97,5.05,4.87,not_switch
2.06,5.01,2.63,switch
3.94,3.95,3.89,not_switch
2.21,5.27,3.25,switch
2.53,2.53,2.5,not_switch
0.45,1.78,5.11,switch
6.16,6.23,6.09,not_switch
2.39,1.37,5.51,switch
1.81,1.74,1.7,not_switch
1.76,1.89,4.36,switch
6.5,6.4,6.42,not_switch
5.28,1.11,1.94,switch
6.09,6.19,6.16,not_switch
-1.83,-0.03,-0.73,switch
0.62,0.49,0.49,not_switch
4.9,1.75,2.94,switch
3.52,3.5,3.43,not_switch
-1.9,-0.06,0.54,switch
4.36,4.17,4.21,not_switch
3.67,1.64,2.02,switch
2.86,2.96,3.04,not_switch
1.49,1.9,4.06,switch
3.09,3.21,3.21,not_switch
-2.97,0.67,-0.44,switch
3.96,3.96,3.89,not_switch
5.86,3.29,1.9,switch
1.47,1.53,1.54,not_switch
4.32,1.42,2.09,switch
0.74,0.89,0.77,not_switch
0.58,2.28,3.51,switch
3.51,3.55,3.59,not_switch
2.79,1.88,5.29,switch
4.51,4.47,4.56,not_switch
0.51,-1.32,-1.81,switch
3.68,3.85,3.79,not_switch
2.49,4.88,1.04,switch
2.89,2.71,2.73,not_switch
1.25,0.28,-2.59,switch
4.15,4.01,4.05,not_switch
3.36,0.76,6.46,switch
2.39,2.42,2.5,not_switch
5.9,2.07,1.5,switch
3.19,3.22,3.14,not_switch
1.48,3.05,5.49,switch
4.25,4.33,4.19,not_switch
-2.6,-1.9,0.57,switch
3.58,3.51,3.63,not_switch
0.96,6.28,2.86,switch
2.6,2.67,2.63,not_switch
6.02,2.72,0.89,switch
3.57,3.67,3.54,not_switch
2.96,1.18,5.28,switch
1.16,1.06,1.21,not_switch
3.51,2.23,1.68,switch
2.85,2.69,2.84,not_switch
1.97,4.67,1.62,switch
0.81,1.0,0.92,not_switch
0.05,1.09,-3.22,switch
5.28,5.07,5.15,not_switch
0.44,-0.98,-0.62,switch
3.18,3.21,3.19,not_switch
4.0,2.74,0.56,switch
6.28,6.39,6.34,not_switch
2.35,5.07,0.51,switch
2.9,2.81,2.92,not_switch
3.39,4.75,0.96,switch
4.9,4.91,5.03,not_switch
4.17,2.13,3.12,switch
4.56,4.5,4.43,not_switch
-0.16,-0.25,-1.38,switch
4.64,4.63,4.64,not_switch
1.22,4.98,2.59,switch
4.31,4.23,4.2,not_switch
1.94,3.07,5.37,switch
5.53,5.48,5.61,not_switch
-1.86,1.06,0.3,switch
4.78,4.78,4.86,not_switch
-1.16,-1.35,1.47,switch
3.86,3.7,3.85,not_switch
2.84,2.38,4.2,switch
3.34,3.24,3.26,not_switch
-0.65,0.98,-1.54,switch
4.16,4.2,4.2,not_switch
-1.93,-1.52,-0.05,switch
6.17,6.07,6.21,not_switch
3.28,1.18,5.72,switch
4.47,4.52,4.6,not_switch
0.9,5.87,2.84,switch
2.01,1.99,2.01,not_switch
1.35,-1.92,-1.8,switch
5.97,5.97,5.97,not_switch
1.33,-2.2,-1.81,switch
0.87,0.84,0.82,not_switch
-2.83,1.07,-1.4,switch
4.43,4.41,4.37,not_switch
6.48,1.14,3.68,switch
3.24,3.26,3.21,not_switch
-1.85,-1.29,0.74,switch
5.79,5.92,5.81,not_switch
0.18,-0.22,-2.84,switch
6.34,6.16,6.15,not_switch
-2.81,-0.91,0.62,switch
4.56,4.64,4.45,not_switch
-1.92,-0.35,1.33,switch
4.62,4.84,4.61,not_switch
2.77,0.67,5.12,switch
1.98,2.15,1.94,not_switch
-0.37,0.19,-1.31,switch
4.3,4.19,4.36,not_switch
1.32,-3.49,-1.22,switch
4.46,4.28,4.46,not_switch
2.53,5.47,1.26,switch
0.83,0.75,0.91,not_switch
0.3,-0.23,-3.23,switch
6.46,6.37,6.43,not_switch
6.31,3.99,1.0,switch
0.46,0.59,0.39,not_switch
5.18,1.17,3.13,switch
1.83,1.78,1.85,not_switch
5.03,1.93,3.84,switch
2.05,2.1,2.14,not_switch
-1.18,1.04,-0.51,switch
5.88,5.89,6.03,not_switch
-0.09,-0.12,-1.03,switch
4.06,4.23,4.05,not_switch
0.88,3.21,5.7,switch
0.59,0.63,0.49,not_switch
-3.39,0.23,-1.15,switch
0.57,0.67,0.51,not_switch
0.26,-1.15,-1.08,switch
4.05,4.1,4.11,not_switch
2.36,5.5,1.46,switch
4.6,4.56,4.66,not_switch
4.91,2.75,1.18,switch
5.27,5.31,5.23,not_switch
3.82,2.23,4.76,switch
5.31,5.26,5.35,not_switch
3.88,3.31,0.8,switch
6.39,6.5,6.32,not_switch
-2.59,0.38,1.0,switch
2.57,2.7,2.7,not_switch
3.7,4.02,1.11,switch
2.06,2.21,2.04,not_switch
2.64,0.57,4.9,switch
4.13,4.26,4.2,not_switch
4.41,1.48,3.79,switch
0.56,0.5,0.65,not_switch
-1.15,-2.82,0.25,switch
5.81,5.82,5.78,not_switch
-3.04,1.18,0.15,switch
3.83,4.04,3.97,not_switch
1.92,4.37,1.97,switch
2.87,2.93,2.86,not_switch
-2.84,0.08,-1.52,switch
1.84,2.07,1.91,not_switch
3.96,4.36,1.85,switch
4.26,4.12,4.12,not_switch
0.91,-1.15,-1.51,switch
1.56,1.7,1.63,not_switch
5.92,1.08,3.14,switch
4.98,4.88,4.82,not_switch
5.96,0.86,1.59,switch
5.05,4.93,4.89,not_switch
1.21,-0.45,-0.64,switch
4.56,4.68,4.63,not_switch
6.27,1.34,2.31,switch
2.31,2.17,2.29,not_switch
1.09,-2.16,0.35,switch
5.14,5.03,5.12,not_switch
2.49,3.57,6.31,switch
5.85,5.77,5.9,not_switch
0.3,-0.64,1.09,switch
4.78,4.74,4.9,not_switch
6.3,0.61,2.66,switch
4.97,4.97,4.93,not_switch
3.22,4.66,2.25,switch
3.71,3.72,3.51,not_switch
-1.32,-0.84,0.54,switch
0.87,0.95,0.99,not_switch
1.99,5.45,2.94,switch
5.09,5.07,5.03,not_switch
2.53,6.31,1.24,switch
4.57,4.51,4.55,not_switch
5.39,2.76,0.75,switch
3.83,3.81,3.87,not_switch
0.79,2.94,6.32,switch
5.64,5.7,5.53,not_switch
4.48,1.3,1.94,switch
2.55,2.5,2.48,not_switch
6.5,3.01,1.85,switch
4.56,4.61,4.7,not_switch
4.67,1.17,3.21,switch
4.44,4.49,4.41,not_switch
6.07,3.83,1.01,switch
4.66,4.78,4.85,not_switch
2.34,4.05,0.83,switch
4.47,4.36,4.37,not_switch
3.98,6.35,1.15,switch
5.03,5.11,5.11,not_switch
1.91,4.91,1.79,switch
2.78,2.67,2.85,not_switch
1.22,-1.73,-1.4,switch
3.28,3.33,3.47,not_switch
-1.54,-2.29,1.08,switch
1.93,2.07,2.02,not_switch
1.96,5.24,1.41,switch
0.45,0.24,0.36,not_switch
-0.96,-3.34,0.77,switch
4.27,4.24,4.28,not_switch
0.92,-0.73,-0.63,switch
6.18,6.23,6.05,not_switch
3.5,2.21,4.34,switch
1.35,1.54,1.43,not_switch
-3.21,0.93,-0.2,switch
1.53,1.53,1.6,not_switch
-0.18,0.87,-0.75,switch
5.49,5.49,5.5,not_switch
1.28,2.55,5.5,switch
2.21,2.27,2.22,not_switch
5.83,2.55,1.38,switch
4.16,4.14,4.1,not_switch
4.69,3.82,1.59,switch
5.74,5.74,5.86,not_switch
3.92,5.66,0.52,switch
0.99,1.05,0.9,not_switch
0.94,-0.8,0.35,switch
1.49,1.62,1.63,not_switch
4.17,0.6,1.81,switch
0.77,0.77,0.71,not_switch
6.5,1.72,3.36,switch
3.25,3.25,3.2,not_switch
0.54,3.35,4.95,switch
4.43,4.41,4.49,not_switch
2.11,5.11,3.91,switch
0.47,0.45,0.48,not_switch
3.68,4.87,1.5,switch
3.27,3.34,3.35,not_switch
1.68,3.66,2.11,switch
2.05,2.2,2.24,not_switch
2.51,4.39,0.96,switch
6.36,6.45,6.32,not_switch
1.12,2.63,4.38,switch
3.26,3.34,3.32,not_switch
1.29,-1.5,-3.0,switch
4.14,4.16,4.21,not_switch
5.77,0.76,2.83,switch
1.45,1.32,1.46,not_switch
-0.11,-2.81,-1.65,switch
2.68,2.72,2.79,not_switch
3.34,6.07,1.68,switch
3.54,3.47,3.48,not_switch
1.43,2.22,5.08,switch
2.26,2.46,2.44,not_switch
1.68,5.03,2.7,switch
4.15,4.08,4.13,not_switch
4.49,2.82,1.27,switch
1.68,1.84,1.71,not_switch
5.06,3.3,0.92,switch
5.43,5.43,5.6,not_switch
0.09,0.82,-3.36,switch
5.03,5.07,5.11,not_switch
1.43,-2.26,-0.04,switch
1.48,1.43,1.42,not_switch
1.8,4.82,3.9,switch
3.47,3.49,3.4,not_switch
-0.61,-0.15,-2.95,switch
4.01,3.89,3.98,not_switch
0.64,-0.49,-3.22,switch
1.9,1.84,2.02,not_switch
-1.75,-1.61,1.01,switch
4.67,4.65,4.66,not_switch
5.86,2.87,1.41,switch
3.11,2.98,3.04,not_switch
0.02,-3.15,0.73,switch
0.68,0.66,0.81,not_switch
1.09,3.44,4.53,switch
3.73,3.84,3.81,not_switch
1.52,2.5,5.33,switch
0.88,0.87,0.78,not_switch
3.4,4.74,1.53,switch
0.86,0.77,0.72,not_switch
1.78,3.06,3.72,switch
1.06,1.06,1.12,not_switch
-0.45,0.76,-1.09,switch
3.76,3.76,3.71,not_switch
1.78,3.24,6.33,switch
5.06,5.03,5.08,not_switch
0.93,-2.2,-0.54,switch
5.19,5.27,5.07,not_switch
2.1,3.81,6.46,switch
3.63,3.79,3.57,not_switch
0.49,-0.11,-3.22,switch
1.0,0.9,1.02,not_switch
5.57,1.27,3.4,switch
2.8,2.89,2.95,not_switch
1.0,4.92,2.12,switch
4.95,5.07,4.88,not_switch
3.08,1.13,4.64,switch
3.15,3.11,3.14,not_switch
0.49,2.67,4.81,switch
0.66,0.75,0.75,not_switch
3.26,1.93,4.51,switch
4.91,5.05,5.05,not_switch
4.55,1.51,1.13,switch
3.57,3.72,3.68,not_switch
1.05,0.44,-3.47,switch
1.22,1.08,1.23,not_switch
3.51,1.78,5.93,switch
6.18,6.01,6.08,not_switch
6.38,3.41,2.44,switch
4.2,4.38,4.34,not_switch
2.16,4.35,1.44,switch
5.43,5.37,5.31,not_switch
3.25,5.71,0.84,switch
5.86,5.77,5.84,not_switch
-0.75,-0.14,-2.78,switch
5.31,5.14,5.27,not_switch
1.64,3.31,5.96,switch
6.07,5.98,6.13,not_switch
2.48,4.03,0.8,switch
1.32,1.5,1.39,not_switch
0.66,3.6,4.04,switch
2.23,2.32,2.21,not_switch
5.31,1.49,2.13,switch
5.59,5.52,5.51,not_switch
0.54,-2.92,-0.15,switch
6.05,6.02,6.14,not_switch
0.21,-0.99,-1.75,switch
0.72,0.91,0.81,not_switch
1.31,4.42,3.23,switch
4.33,4.44,4.23,not_switch
5.9,3.8,2.39,switch
2.75,2.72,2.61,not_switch
1.84,1.44,5.23,switch
3.67,3.64,3.81,not_switch
3.01,5.91,0.93,switch
5.44,5.44,5.54,not_switch
3.07,1.24,5.6,switch
3.47,3.59,3.44,not_switch
5.94,2.25,0.52,switch
3.35,3.13,3.14,not_switch
-1.47,0.27,-3.28,switch
6.1,5.96,6.06,not_switch
-1.15,0.75,-1.92,switch
6.18,6.17,6.04,not_switch
-1.45,-1.65,0.53,switch
4.88,4.74,4.91,not_switch
-3.25,-1.29,0.81,switch
5.86,5.79,5.83,not_switch
3.54,5.51,0.82,switch
2.74,2.57,2.68,not_switch
0.43,-1.94,-3.29,switch
4.21,4.15,4.22,not_switch
3.53,0.53,1.84,switch
4.7,4.72,4.52,not_switch
0.4,-2.65,-1.31,switch
0.86,0.74,0.84,not_switch
0.82,3.27,4.56,switch
5.91,6.03,5.94,not_switch
-1.9,-0.18,-3.28,switch
4.68,4.79,4.72,not_switch
6.47,3.0,0.61,switch
1.52,1.52,1.42,not_switch
0.36,-0.14,-1.53,switch
5.63,5.53,5.55,not_switch
2.55,6.04,1.82,switch
1.26,1.2,1.17,not_switch
1.14,2.6,5.01,switch
1.15,1.27,1.2,not_switch
4.99,2.34,0.55,switch
5.19,5.16,5.15,not_switch
0.02,0.59,-3.16,switch
6.06,6.0,6.03,not_switch
-3.08,-1.12,-0.19,switch
1.84,1.72,1.88,not_switch
0.33,3.36,4.48,switch
6.05,5.95,5.89,not_switch
1.62,5.09,2.35,switch
5.18,5.13,5.31,not_switch
2.82,4.05,0.77,switch
0.98,1.03,1.14,not_switch
0.15,-1.69,-1.07,switch
2.21,2.07,2.15,not_switch
5.25,0.36,2.15,switch
5.51,5.5,5.33,not_switch
5.37,1.52,2.25,switch
3.08,3.15,3.1,not_switch
1.15,4.03,3.05,switch
2.58,2.55,2.57,not_switch
-1.04,-1.24,0.19,switch
1.56,1.62,1.62,not_switch
1.25,2.82,4.53,switch
2.03,2.06,1.92,not_switch
5.89,0.51,3.82,switch
5.48,5.44,5.44,not_switch
-2.07,0.83,-1.72,switch
0.68,0.78,0.65,not_switch
2.36,6.18,3.75,switch
1.52,1.65,1.7,not_switch
1.46,6.28,2.82,switch
3.0,3.0,2.94,not_switch
3.39,6.23,1.51,switch
4.25,4.15,4.14,not_switch
1.33,-1.7,-2.3,switch
5.74,5.82,5.62,not_switch
2.96,1.13,6.43,switch
2.3,2.29,2.23,not_switch
-1.01,1.1,-1.2,switch
4.57,4.67,4.56,not_switch
0.88,5.98,2.82,switch
3.23,3.16,3.09,not_switch
-1.39,1.0,-0.73,switch
2.04,2.07,2.09,not_switch
-1.32,1.13,-0.65,switch
6.05,6.15,6.1,not_switch
5.36,2.42,3.2,switch
3.52,3.63,3.71,not_switch
2.99,4.24,1.69,switch
3.15,3.15,3.2,not_switch
0.9,-1.7,-2.36,switch
1.68,1.66,1.57,not_switch
4.11,2.23,2.81,switch
5.89,5.89,5.98,not_switch
5.04,3.36,1.5,switch
5.55,5.37,5.46,not_switch
-1.09,-1.79,0.51,switch
3.17,3.06,3.07,not_switch
6.01,1.65,3.03,switch
1.17,1.14,1.1,not_switch
-0.59,-0.19,0.81,switch
1.0,1.1,1.1,not_switch
-1.03,-2.44,-0.16,switch
2.52,2.42,2.36,not_switch
2.6,0.59,4.93,switch
2.67,2.76,2.76,not_switch
3.34,1.88,6.44,switch
5.47,5.56,5.56,not_switch
0.82,0.35,-1.76,switch
5.67,5.9,5.85,not_switch
-1.98,-2.16,0.52,switch
4.88,4.91,4.86,not_switch
-1.85,0.27,0.31,switch
0.98,0.84,0.84,not_switch
4.95,1.92,3.75,switch
2.17,2.19,2.2,not_switch
4.76,0.54,3.29,switch
1.85,1.8,1.81,not_switch
3.24,1.09,5.98,switch
5.94,6.03,5.89,not_switch
2.94,4.11,2.14,switch
2.75,2.64,2.57,not_switch
-2.32,-1.84,1.27,switch
6.36,6.49,6.43,not_switch
0.71,2.81,5.53,switch
6.04,6.08,6.16,not_switch
-0.01,0.85,-2.05,switch
2.5,2.46,2.48,not_switch
5.98,2.08,1.98,switch
2.96,2.84,2.82,not_switch
2.66,3.76,1.43,switch
2.31,2.42,2.37,not_switch
-2.33,-1.81,0.05,switch
5.58,5.49,5.55,not_switch
6.5,1.5,2.65,switch
4.44,4.51,4.6,not_switch
5.79,2.45,1.56,switch
2.44,2.37,2.41,not_switch
6.44,1.98,3.63,switch
4.52,4.59,4.49,not_switch
4.57,2.94,1.22,switch
5.37,5.45,5.52,not_switch
0.99,6.3,3.53,switch
6.03,6.05,6.05,not_switch
3.94,0.69,3.12,switch
6.33,6.13,6.22,not_switch
3.32,4.39,1.49,switch
2.5,2.35,2.42,not_switch
2.3,6.34,3.11,switch
5.34,5.18,5.27,not_switch
3.49,4.61,2.05,switch
6.04,5.86,5.82,not_switch
3.79,6.49,1.92,switch
5.79,5.8,5.78,not_switch
2.28,3.35,6.06,switch
5.44,5.6,5.58,not_switch
1.11,-0.53,-0.45,switch
6.1,6.08,6.16,not_switch
3.3,1.14,6.31,switch
2.41,2.62,2.53,not_switch
0.79,-0.66,-0.72,switch
5.14,5.19,5.24,not_switch
0.01,0.74,-1.06,switch
1.32,1.14,1.13,not_switch
0.91,3.52,2.56,switch
3.11,3.27,3.28,not_switch
1.89,4.59,3.13,switch
3.35,3.3,3.22,not_switch
0.38,0.62,-3.47,switch
6.41,6.39,6.28,not_switch
0.55,2.81,6.23,switch
1.09,1.18,1.16,not_switch
-2.29,-1.12,1.41,switch
0.3,0.23,0.2,not_switch
-3.24,-1.56,1.19,switch
4.28,4.47,4.39,not_switch
3.78,0.86,2.24,switch
5.31,5.33,5.4,not_switch
-2.25,0.15,1.31,switch
1.73,1.77,1.73,not_switch
1.29,2.65,5.07,switch
6.1,5.98,6.1,not_switch
-1.94,0.98,-1.12,switch
2.94,2.82,2.96,not_switch
3.54,1.9,5.85,switch
2.06,1.83,2.01,not_switch
0.97,-2.75,-1.27,switch
4.5,4.42,4.53,not_switch
4.04,3.36,0.59,switch
5.42,5.27,5.42,not_switch
1.49,2.97,5.43,switch
4.38,4.31,4.35,not_switch
3.55,2.84,1.31,switch
3.45,3.44,3.35,not_switch
1.17,0.49,-1.78,switch
3.65,3.81,3.65,not_switch
1.74,1.66,3.74,switch
5.71,5.69,5.7,not_switch
4.91,0.92,2.45,switch
4.66,4.66,4.63,not_switch
0.24,0.49,-1.56,switch
5.31,5.24,5.29,not_switch
0.94,6.1,3.58,switch
4.53,4.57,4.51,not_switch
6.06,3.61,1.19,switch
1.07,1.01,1.09,not_switch
3.14,5.31,1.76,switch
5.3,5.2,5.2,not_switch
0.67,-1.44,-1.62,switch
2.67,2.57,2.6,not_switch
0.08,-1.81,0.14,switch
6.06,6.08,5.96,not_switch
-0.97,-0.61,0.6,switch
3.51,3.48,3.4,not_switch
3.43,2.44,6.31,switch
2.33,2.38,2.44,not_switch
1.85,0.53,6.46,switch
4.27,4.26,4.27,not_switch
3.2,1.98,4.94,switch
4.02,4.05,3.93,not_switch
3.08,1.38,4.42,switch
3.37,3.5,3.47,not_switch
5.98,1.78,1.6,switch
0.23,0.27,0.26,not_switch
1.13,3.26,5.4,switch
4.51,4.41,4.42,not_switch
5.7,1.59,3.27,switch
2.62,2.51,2.61,not_switch
0.61,-0.39,-1.0,switch
3.02,3.13,3.01,not_switch
-2.18,-1.43,-0.04,switch
0.62,0.62,0.69,not_switch
3.39,5.37,1.23,switch
1.45,1.36,1.43,not_switch
2.46,2.97,6.34,switch
2.23,2.06,2.05,not_switch
1.42,-0.72,-2.03,switch
0.75,0.62,0.7,not_switch
1.57,6.01,2.05,switch
2.35,2.43,2.37,not_switch
0.77,1.81,6.21,switch
1.37,1.3,1.41,not_switch
-1.57,-1.0,0.24,switch
1.79,1.79,1.84,not_switch
3.37,4.89,1.18,switch
2.02,1.92,1.9,not_switch
0.23,-2.76,-0.19,switch
2.65,2.65,2.68,not_switch
0.58,4.48,3.29,switch
1.13,0.97,1.04,not_switch
5.73,1.83,2.42,switch
1.92,2.02,1.98,not_switch
-2.85,0.55,-1.94,switch
6.19,6.38,6.24,not_switch
1.07,1.95,5.99,switch
3.99,3.82,3.86,not_switch
0.32,5.77,3.04,switch
3.55,3.57,3.58,not_switch
-1.92,0.93,-0.22,switch
1.13,1.21,1.02,not_switch
4.42,1.54,1.33,switch
1.81,1.67,1.71,not_switch
-0.14,-1.02,-0.19,switch
3.87,3.84,3.74,not_switch
0.58,2.54,6.42,switch
0.89,0.8,0.82,not_switch
-0.75,0.18,-0.63,switch
4.43,4.31,4.46,not_switch
3.45,4.02,0.83,switch
4.26,4.22,4.34,not_switch
3.0,0.31,4.02,switch
4.25,4.14,4.37,not_switch
1.25,4.36,3.69,switch
5.99,6.0,5.93,not_switch
-1.02,-1.97,0.9,switch
1.5,1.53,1.62,not_switch
0.69,-0.12,-2.89,switch
0.43,0.42,0.57,not_switch
5.83,2.5,3.72,switch
1.22,1.18,1.14,not_switch
-1.58,0.78,-2.37,switch
4.81,4.94,4.91,not_switch
-2.48,-1.07,1.14,switch
5.83,5.89,5.85,not_switch
3.33,1.45,5.87,switch
4.61,4.6,4.45,not_switch
2.39,4.74,3.27,switch
2.59,2.77,2.77,not_switch
5.12,3.66,2.12,switch
2.41,2.6,2.55,not_switch
2.43,4.6,0.81,switch
3.19,3.2,3.23,not_switch
-2.53,0.18,-1.18,switch
0.63,0.62,0.65,not_switch
0.65,3.87,3.4,switch
6.12,6.1,5.99,not_switch
3.86,6.44,2.18,switch
3.26,3.13,3.26,not_switch
0.91,3.55,2.06,switch
1.16,1.11,1.08,not_switch
5.33,3.49,1.34,switch
4.87,4.74,4.85,not_switch
2.53,4.78,1.72,switch
0.51,0.52,0.55,not_switch
-0.33,-1.71,0.01,switch
5.85,5.91,5.92,not_switch
-3.31,1.16,-1.57,switch
0.2,0.33,0.41,not_switch
2.87,1.8,5.95,switch
6.27,6.24,6.26,not_switch
4.41,0.75,3.01,switch
4.5,4.6,4.59,not_switch
3.46,1.34,6.33,switch
5.83,5.73,5.87,not_switch
-0.14,-0.45,-1.21,switch
1.02,1.05,1.2,not_switch
0.5,-1.74,0.53,switch
3.54,3.5,3.55,not_switch
4.55,0.9,3.79,switch
3.78,3.95,3.93,not_switch
1.45,3.51,4.55,switch
3.43,3.47,3.31,not_switch
-1.08,-0.71,0.33,switch
1.18,1.19,1.28,not_switch
1.92,2.51,6.17,switch
5.68,5.71,5.67,not_switch
-0.94,-1.67,0.37,switch
5.11,4.95,5.09,not_switch
3.9,2.09,5.55,switch
1.27,1.22,1.31,not_switch
1.73,5.44,3.32,switch
4.04,3.98,4.13,not_switch
2.78,5.15,1.87,switch
5.21,5.23,5.37,not_switch
-1.73,0.95,-0.86,switch
1.88,1.9,1.78,not_switch
5.68,1.13,3.3,switch
4.92,4.8,4.81,not_switch
0.2,-0.16,-1.98,switch
5.72,5.69,5.68,not_switch
-0.35,-1.22,0.2,switch
1.49,1.4,1.44,not_switch
4.37,3.98,1.42,switch
2.02,2.16,2.17,not_switch
1.35,-0.46,-3.08,switch
5.44,5.28,5.25,not_switch
6.03,3.74,1.95,switch
2.66,2.66,2.69,not_switch
-2.5,0.2,-0.51,switch
3.9,3.95,3.91,not_switch
1.77,5.08,3.73,switch
4.45,4.36,4.43,not_switch
-2.77,-0.16,0.49,switch
2.27,2.33,2.27,not_switch
3.99,2.62,0.81,switch
0.79,0.95,0.85,not_switch
-2.03,1.08,-1.77,switch
5.84,5.9,5.93,not_switch
1.87,5.83,1.9,switch
5.2,5.21,5.11,not_switch
3.86,1.37,2.29,switch
6.2,6.26,6.17,not_switch
1.56,5.69,3.5,switch
4.37,4.43,4.31,not_switch
-1.12,0.82,-1.79,switch
5.04,5.06,5.12,not_switch
1.18,3.08,3.94,switch
1.08,1.01,0.88,not_switch
1.34,-0.46,-3.4,switch
3.88,3.85,3.97,not_switch
3.64,5.88,2.09,switch
1.9,1.87,1.94,not_switch
1.73,5.22,0.98,switch
4.61,4.64,4.55,not_switch
5.55,2.96,1.32,switch
0.42,0.42,0.37,not_switch
1.53,6.23,3.77,switch
0.94,0.85,0.85,not_switch
2.54,5.67,2.0,switch
5.9,5.89,5.86,not_switch
-0.8,0.66,-2.8,switch
2.68,2.6,2.71,not_switch
-1.45,-2.75,1.01,switch
2.85,2.88,2.84,not_switch
1.0,4.78,3.3,switch
2.91,2.87,2.88,not_switch
2.89,6.18,1.25,switch
2.95,2.82,3.04,not_switch
6.48,1.89,2.96,switch
4.22,4.18,4.22,not_switch
-0.99,-0.18,-0.37,switch
4.37,4.18,4.24,not_switch
6.09,1.15,3.62,switch
2.11,2.0,1.98,not_switch
5.08,1.08,2.86,switch
1.15,0.97,0.96,not_switch
1.1,-1.47,-2.7,switch
0.87,0.86,0.92,not_switch
0.68,-2.3,-0.26,switch
3.95,4.08,4.08,not_switch
0.97,3.12,6.27,switch
3.26,3.24,3.26,not_switch
1.49,4.92,3.81,switch
4.97,4.87,5.06,not_switch
2.93,4.8,1.1,switch
1.6,1.55,1.51,not_switch
0.31,-1.4,-0.18,switch
5.03,5.11,5.06,not_switch
-1.04,-0.17,-2.53,switch
0.33,0.44,0.48,not_switch
1.4,4.16,3.08,switch
4.6,4.58,4.64,not_switch
-0.09,-1.4,-2.79,switch
1.95,1.79,1.99,not_switch
5.89,1.44,2.83,switch
2.39,2.26,2.22,not_switch
2.56,1.25,3.59,switch
5.29,5.32,5.32,not_switch
-0.39,1.11,-2.13,switch
6.26,6.3,6.42,not_switch
-0.03,0.31,-2.48,switch
4.05,4.04,4.22,not_switch
6.36,1.43,2.92,switch
1.12,1.06,1.13,not_switch
1.62,3.92,6.23,switch
5.6,5.49,5.61,not_switch
4.6,1.57,3.32,switch
6.32,6.21,6.35,not_switch
-0.95,0.93,-1.53,switch
5.87,5.94,5.97,not_switch
2.92,0.78,4.02,switch
5.3,5.2,5.35,not_switch
4.01,1.21,2.96,switch
0.99,1.11,0.94,not_switch
1.98,0.98,5.76,switch
3.2,3.24,3.2,not_switch
5.24,1.82,2.99,switch
2.3,2.22,2.4,not_switch
0.82,4.81,1.84,switch
1.85,1.79,1.78,not_switch
-0.1,0.26,-0.51,switch
4.32,4.34,4.38,not_switch
0.35,-1.14,1.16,switch
0.67,0.72,0.62,not_switch
2.77,1.5,5.91,switch
5.51,5.61,5.52,not_switch
2.58,1.46,6.24,switch
4.95,4.95,4.95,not_switch
-0.85,-0.82,0.93,switch
3.02,3.0,3.05,not_switch
3.3,5.3,0.76,switch
1.6,1.6,1.6,not_switch
0.18,-1.87,-2.96,switch
4.09,4.16,4.02,not_switch
5.92,0.98,2.05,switch
0.6,0.74,0.56,not_switch
-0.76,0.2,-1.05,switch
1.42,1.45,1.49,not_switch
2.76,6.32,1.38,switch
2.15,2.08,2.29,not_switch
1.22,-1.69,-1.55,switch
5.33,5.48,5.3,not_switch
1.9,6.05,3.35,switch
5.47,5.45,5.41,not_switch
1.99,4.35,3.88,switch
4.48,4.48,4.4,not_switch
3.41,1.83,4.16,switch
6.48,6.28,6.45,not_switch
6.48,0.96,3.77,switch
1.44,1.43,1.4,not_switch
1.27,3.23,6.35,switch
